제목,도로명주소,지역,위도,경도,인기점수
제주해조대펜션,제주특별자치도 제주시 한림읍 한림로 339,제주시,33.3807358,126.2482491,7007
산방산에펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,서귀포시,33.246136,126.29697,6974
호텔 펠리시아,제주특별자치도 서귀포시 일주동로 9123,서귀포시,33.24734,126.51785,6966
우도사랑,제주특별자치도 제주시 우도면 우목길 82-2,제주시,33.509827,126.94633,6959
돌집조앤정,제주특별자치도 제주시 구좌읍 세화합전1길 7,제주시,33.4895966,126.8316644,6958
썬앤문리조트,제주특별자치도 서귀포시 안덕면 사계남로 102,서귀포시,33.227378,126.3011099,6943
느르왓,제주특별자치도 제주시 한경면 고산중길 23,제주시,33.499622,126.53119,6936
키코앤일레인호텔,제주특별자치도 서귀포시 일주서로 660,서귀포시,33.2546584,126.4392868,6931
제주 빠레브호텔,제주특별자치도 서귀포시 김정문화로 15,서귀포시,33.2524864,126.5066594,6913
애월애휴양펜션,제주특별자치도 제주시 애월읍 신엄1길 12,제주시,33.4691622,126.3587444,6906
스테이달하,제주특별자치도 제주시 애월읍 신엄안1길 20,제주시,33.4731413,126.3656123,6902
지삿개풍경,제주특별자치도 서귀포시 이어도로 150,서귀포시,33.239758,126.43826,6880
라오체리조트,제주특별자치도 서귀포시 이어도로 763 (강정동),서귀포시,33.236057,126.49679,6856
아쿠아뷰티크,제주특별자치도 제주시 구좌읍 해맞이해안로 522,제주시,33.5569228,126.801566,6849
메이풀하우스,제주특별자치도 제주시 조천읍 곱은달서길 165,제주시,33.5011023,126.6616581,6840
리치호텔,제주특별자치도 제주시 애월읍 고내로13길 100,제주시,33.472168,126.34907,6824
이야기별방,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,제주시,33.4643125,126.8365625,6810
코자호텔,제주특별자치도 서귀포시 대정읍 최남단해안로 44,서귀포시,33.2166491,126.2522091,6804
썬레이크빌제주,제주특별자치도 서귀포시 성산읍 한도로 49,서귀포시,33.467502,126.9134076,6798
비치스토리호텔,제주특별자치도 제주시 조천읍 조함해안로 492-5,제주시,33.5421088,126.6654665,6796
예촌민박,제주특별자치도 서귀포시 남원읍 중산간동로 7126,서귀포시,33.283665,126.6312,6771
그랜드메르호텔,제주특별자치도 서귀포시 논짓물로 45,서귀포시,33.2395829,126.3863727,6730
해오름민박,제주특별자치도 제주시 우도면 우도해안길 830,제주시,33.5156311,126.9579595,6728
라벤다호텔,제주특별자치도 서귀포시 중정로 1,서귀포시,33.247696,126.55669,6714
제주돌집2호점 (스코리아),제주특별자치도 제주시 구좌읍 김녕로1길 78,제주시,33.5577758,126.7514764,6710
놀멍쉬멍고르멍,제주특별자치도 제주시 구좌읍 동복남4길 5-4,제주시,33.5506479,126.7130053,6696
제주항공우주호텔,제주도 서귀포시 안덕면 녹차분재로 216,서귀포시,33.302155,126.294685,6669
IGH펜션,제주특별자치도 제주시 한경면 금등3길 25,제주시,33.363907,126.19343,6668
조천댁,제주특별자치도 제주시 조천읍 조천7길 19-17,제주시,33.5383782,126.6344741,6658
바닷가하얀집,제주특별자치도 서귀포시 태평로120번길 29-2,서귀포시,33.2419106,126.5361713,6627
우도쉼팡게스트하우스,제주특별자치도 제주시 우도면 우도로 7,제주시,33.5033191,126.9556775,6622
동해모텔,제주특별자치도 제주시 서사로 182,제주시,33.4961216,126.519515,6618
숲골 독채펜션,제주특별자치도 제주시 조천읍 선교로 211-19,제주시,33.48445,126.70247,6582
하마다 게스트하우스,제주특별자치도 서귀포시 남원읍 일주동로 6863,서귀포시,33.2922889,126.7393618,6582
프레리아 커플 독채펜션,제주특별자치도 제주시 애월읍 유수암평화5길 34-29,제주시,33.4253669,126.4050815,6565
제주스위트모텔,제주특별자치도 제주시 삼무로3길 9,제주시,33.4901961,126.494939,6529
뽀요요펜션,제주특별자치도 제주시 우도면 우도해안길 128,제주시,33.49425,126.9468,6526
더갤러리펜션,제주특별자치도 제주시 조천읍 남조로 1717-24,제주시,33.42215,126.67536,6484
까사데비발디호텔,제주특별자치도 서귀포시 안덕면 향교로 214,서귀포시,33.234116,126.29085,6478
동촌하우스,제주특별자치도 제주시 구좌읍 종달논길 61-4,제주시,33.49135,126.89994,6476
보리게스트하우스,제주특별자치도 제주시 구좌읍 송당6길 38-1,제주시,33.46821,126.78376,6463
섭지코지하우스,제주특별자치도 서귀포시 성산읍 신양로122번길 24,서귀포시,33.4445754,126.9095025,6447
로그밸리,제주특별자치도 제주시 애월읍 소길남길 190-19,제주시,33.4169117,126.3756972,6416
두베하우스,제주특별자치도 제주시 구좌읍 상하도길 46-12,제주시,33.516922,126.866554,6405
썬비치리조트,제주특별자치도 제주시 서해안로 114,제주시,33.5028321,126.461519,6400
고망난돌민박가든,제주특별자치도 서귀포시 성산읍 일주동로 5464,서귀포시,33.353104,126.857895,6385
별똥별채집소,제주특별자치도 제주시 구좌읍 하도13길 51-1,제주시,33.5112899,126.8919993,6383
힐링하우스,제주특별자치도 제주시 홍랑길 4-6,제주시,33.5002541,126.5238783,6380
천상의노을,제주특별자치도 제주시 애월읍 애월해안로 424,제주시,33.4738614,126.3532006,6377
디셈버호텔,제주특별자치도 제주시 삼무로1길 15,제주시,33.4903086,126.4897335,6376
추자도휴양펜션,제주특별자치도 제주시 추자면 석두리길 4,제주시,33.9354341,126.3227638,6362
절물길펜션,제주특별자치도 제주시 명림로 10-1,제주시,33.4914049,126.5949431,6344
호텔난타,제주특별자치도 제주시 선돌목동길 56-26,제주시,33.445293,126.54792,6334
도도펜션,제주특별자치도 서귀포시 안덕면 대평감산로 47,서귀포시,33.23878,126.36588,6322
제주엠리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6,서귀포시,33.2572843,126.4951274,6316
콴도제주,제주특별자치도 서귀포시 남원읍 태위로151번길 14-12,서귀포시,33.306034,126.65809,6299
무이비엔,제주특별자치도 제주시 구좌읍 한동로4길 3,제주시,33.535076,126.82341,6296
제주마실게스트하우스,제주특별자치도 제주시 서광로2길 11-16,제주시,33.4988783,126.5136184,6264
파파야게스트하우스 펜션,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,서귀포시,33.471638,126.91711,6263
루시드엠,제주특별자치도 서귀포시 안덕면 사계북로 120,서귀포시,33.23685,126.30055,6250
훼밀리민박,제주특별자치도 서귀포시 안덕면 형제해안로 24,서귀포시,33.2278994,126.3041056,6249
추자도민박,제주특별자치도 제주시 추자면 묵리2길 37-7,제주시,33.9454212,126.3146184,6236
마당돌펜션,제주특별자치도 서귀포시 대정읍 노을해안로 410,서귀포시,33.25609,126.190796,6234
숨비아일랜드,제주특별자치도 서귀포시 성산읍 신천서로 91,서귀포시,33.3391601,126.8555247,6210
굿데이 펜션,제주특별자치도 서귀포시 남성로115번길 2,서귀포시,33.2539385,126.5595922,6198
중문통나무펜션리조트,제주특별자치도 서귀포시 중산간서로594번길 7-8,서귀포시,33.2633327,126.4510473,6176
길섶나그네펜션,제주도 제주시 조천읍 미래로 241,제주시,33.468258,126.67884,6172
UncleBORO게스트하우스,제주특별자치도 제주시 한경면 저지12길 60-6,제주시,33.33838,126.262535,6143
하얀도화지,제주특별자치도 서귀포시 하예로44번길 1,서귀포시,33.2452784,126.3892422,6120
밀라노 모텔,제주특별자치도 서귀포시 솔동산로10번길 2,서귀포시,33.2439719,126.5638809,6108
제주코기네,제주특별자치도 제주시 조천읍 조함해안로 76-34,제주시,33.543762,126.639786,6106
안녕김녕sea,제주특별자치도 제주시 구좌읍 구좌해안로 178,제주시,33.5398407,126.746583,6088
소낭게스트하우스,제주특별자치도 제주시 구좌읍 월정1길 1,제주시,33.55209,126.791084,6075
사조리조트,제주특별자치도 제주시 조천읍 일주동로 1616-7,제주시,33.55178,126.705154,6075
제주란펜션,제주특별자치도 제주시 애월읍 애월해안로 446,제주시,33.475834,126.35334,6070
아올키즈펜션,제주특별자치도 서귀포시 안덕면 사계중앙로 13-15,서귀포시,33.23014,126.29808,6067
청재설헌,제주특별자치도 서귀포시 인정오름로 135-18,서귀포시,33.2891483,126.5718271,6066
김녕한옥 용암정원,제주특별자치도 제주시 구좌읍 김녕로19길 42-6,제주시,33.557076,126.75143,6064
기분좋은 민박,제주특별자치도 제주시 구좌읍 선유로 36,제주시,33.53593,126.772173,6062
흰고래게스트하우스,제주특별자치도 서귀포시 이어도로1066번길 26,서귀포시,33.244057,126.523705,6055
내도바당펜션,제주특별자치도 제주시 내도중길 9-7,제주시,33.4957899,126.440455,6030
서귀포귤림성,제주특별자치도 서귀포시 일주동로 8941,서귀포시,33.2504829,126.5367012,6026
꿈꾸는 노마드,제주특별자치도 서귀포시 선반로 54,서귀포시,33.2615636,126.49447,5981
씨앤호텔,제주특별자치도 제주시 일주서로 7490,제주시,33.4936717,126.447018,5977
성산아침노을펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 14-1,서귀포시,33.4667192,126.9350943,5977
신촌돌집,제주특별자치도 제주시 조천읍 신촌5길 30,제주시,33.536648,126.6209,5969
하루나의 뜰,제주특별자치도 제주시 애월읍 고내로7길 45-3,제주시,33.46657,126.33682,5965
솔로 게스트하우스,제주특별자치도 서귀포시 대정읍 송악관광로411번길 11,서귀포시,33.2094646,126.2904973,5962
더비비스제주,제주특별자치도 서귀포시 이어도로 760,서귀포시,33.23569,126.49651,5948
월정에비뉴,제주특별자치도 제주시 구좌읍 해맞이해안로 486,제주시,33.5545847,126.7982658,5948
몽마르뜨펜션,제주도 제주시 애월읍 애월해안로 384-23,제주시,33.47103,126.35061,5931
제주빌레성 통나무휴양펜션,제주특별자치도 서귀포시 성산읍 온평포구로 42,서귀포시,33.40161,126.89944,5928
하이디펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 142 (사계리) 하이디펜션,서귀포시,33.2454599,126.29736,5923
해마지펜션,제주특별자치도 서귀포시 성산읍 일주동로 5431,서귀포시,33.3545979,126.8612189,5906
비지터게스트하우스,제주특별자치도 제주시 오현길 85,제주시,33.51236,126.525215,5902
노닐다 게스트하우스,제주특별자치도 제주시 우도면 우도해안길 84-3,제주시,33.4943,126.95095,5900
씨엘블루호텔,제주특별자치도 제주시 서해안로 368-3,제주시,33.5115153,126.4849504,5899
해뜨는집,제주특별자치도 서귀포시 성산읍 한도로 137,서귀포시,33.4691308,126.9226464,5896
늘작,제주특별자치도 제주시 구좌읍 계룡길 26-9,제주시,33.5381475,126.8367724,5894
제주알호텔(R호텔),제주특별자치도 제주시 서광로14길 5,제주시,33.4994236,126.5179716,5889
파크사이드호텔,제주특별자치도 제주시 도령로 126,제주시,33.4923991,126.4908271,5858
쏠레 민박,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,서귀포시,33.470123,126.93014,5826
라이온힐펜션,제주특별자치도 서귀포시 안덕면 평화로 507,서귀포시,33.2813513,126.3191078,5792
하바다 통나무집,제주특별자치도 서귀포시 안덕면 대평감산로 86,서귀포시,33.24144,126.36495,5791
미쓰홍당무하우스,제주특별자치도 제주시 구좌읍 평대4길 20-1,제주시,33.5292446,126.8368205,5777
제주팡숑예래,제주특별자치도 서귀포시 예래해안로 357,서귀포시,33.2409655,126.3958822,5776
제주캠핑올레,제주도 서귀포시 표선면 토산망동로 15,서귀포시,33.310127,126.78165,5746
다노이커플펜션,제주특별자치도 제주시 구좌읍 동복로 51,제주시,33.5531955,126.7117668,5733
혼디펜션,제주특별자치도 제주시 애월읍 신엄안3길 20,제주시,33.4742823,126.3646948,5724
북촌플레이스,제주특별자치도 제주시 조천읍 일주동로 1435,제주시,33.54558,126.68817,5721
서귀포호텔  카라반,제주특별자치도 서귀포시 상예로 319,서귀포시,33.273191,126.3947296,5708
탐탐56,제주특별자치도 제주시 구좌읍 상하도길 56,제주시,33.51566,126.86671,5698
그림같은집,제주도 서귀포시 법환상로22번길 71,서귀포시,33.24721,126.51751,5681
스토리인제주게스트하우스,제주특별자치도 제주시 중앙로12길 5,제주시,33.5118057,126.5239394,5679
폴라리스펜션,제주특별자치도 제주시 애월읍 유수암동3길 45,제주시,33.438095,126.408424,5668
함덕산티아고게스트하우스,제주특별자치도 제주시 조천읍 신촌9길 47-2,제주시,33.538887,126.62247,5657
스프링데일골프앤리조트,제주특별자치도 서귀포시 남원읍 서성로 459,서귀포시,33.306034,126.65809,5638
넙빌레하우스,제주특별자치도 서귀포시 남원읍 태위로2번길 28,서귀포시,33.269222,126.64876,5638
클럽ES리조트 제주,제주특별자치도 서귀포시 1100로 501,서귀포시,33.2514303,126.4348243,5634
더코브호텔,제주특별자치도 서귀포시 예래해안로 15,서귀포시,33.233376,126.37015,5633
가산토방,제주특별자치도 서귀포시 인정오름로86번길 3,서귀포시,33.287717,126.5776882,5618
쉴만한 물가,제주특별자치도 제주시 한림읍 월령안길 28,제주시,33.376217,126.214134,5615
카이리조트,제주특별자치도 제주시 한림읍 협재2길 10,제주시,33.3922148,126.2409676,5603
제이제이하우스,제주도 서귀포시 중산간서로 241,서귀포시,33.26077,126.485535,5600
라림부띠끄호텔,제주특별자치도 서귀포시 안덕면 대평로 39,서귀포시,33.23693,126.363045,5599
슬로우리제주 민박,제주특별자치도 제주시 애월읍 엄수로 77,제주시,33.469773,126.3822308,5597
코코스펜션,제주특별자치도 제주시 한림읍 협재2길 26,제주시,33.3807358,126.2482491,5576
베누스무인텔,제주특별자치도 제주시 애월읍 유수암평화5길 92,제주시,33.420593,126.4063,5572
제주인호텔,제주특별자치도 제주시 신산마을길 20,제주시,33.491875,126.44585,5563
바람이머물다,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,제주시,33.4834651,126.4019868,5557
바다파파,제주특별자치도 제주시 조천읍 신촌10길 7,제주시,33.5351405,126.6258231,5550
로즈비치,제주특별자치도 제주시 조천읍 조함해안로 162,제주시,33.5447774,126.650164,5538
레이크힐스 제주 리조트,제주특별자치도 서귀포시 존제로 24,서귀포시,33.2674383,126.3769731,5536
나무아래독채펜션,제주특별자치도 제주시 구좌읍 송당서길 51-1,제주시,33.466885,126.76945,5536
선스토리,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,서귀포시,33.31633,126.8377,5522
제주가온29,제주특별자치도 제주시 애월읍 중산간서로 5409,제주시,33.432774,126.32172,5517
구름비낭펜션,제주특별자치도 제주시 한경면 판포2길 6-14,제주시,33.3634307,126.1976976,5516
제주디오빌,제주특별자치도 서귀포시 색달로72번길 20,서귀포시,33.259098,126.41059,5516
메이더호텔,제주특별자치도 제주시 구좌읍 일주동로 1626,제주시,33.5517026,126.7067636,5508
더쉼팡스파&풀빌라,제주특별자치도 서귀포시 표선면 세성로 67-2,서귀포시,33.3122342,126.8036169,5498
제주이야기펜션,제주특별자치도 제주시 애월읍 유수암평화길 170-2,제주시,33.4289,126.40955,5493
비스타리조트,제주특별자치도 제주시 서해안로 74,제주시,33.503098,126.45762,5479
마라도게스트하우스,제주특별자치도 서귀포시 대정읍 마라로 73,서귀포시,33.117477,126.26612,5456
프라이빗리조트,제주특별자치도 서귀포시 태평로 130,서귀포시,33.2444652,126.5370483,5452
환상의민박,제주특별자치도 서귀포시 대정읍 마라로 45,서귀포시,33.119526,126.26718,5450
봉아저씨네민박,제주특별자치도 제주시 한림읍 명상로 8-4,제주시,33.3747438,126.2846078,5446
수필하우스,제주특별자치도 제주시 구좌읍 종달논길 50-1,제주시,33.492954,126.899605,5442
협재해오름펜션,제주특별자치도 제주시 한림읍 옹포2길 37-28 (옹포리) 협재해오름펜션,제주시,33.397957,126.2535498,5440
팜밸리리조트,제주특별자치도 서귀포시 중산간서로 193,서귀포시,33.2615636,126.49447,5436
스타즈호텔 제주 로베로,제주특별자치도 제주시 관덕로 26,제주시,33.5128159,126.5219322,5432
유탑유블레스호텔,제주특별자치도 제주시 조천읍 조함해안로 502,제주시,33.542328,126.66617,5432
휴양펜션 돌과바람,제주특별자치도 제주시 해안마을길 62,제주시,33.3967883,126.4878526,5431
중문진실캠핑장,제주특별자치도 서귀포시 천제연로 130,서귀포시,,,5426
푸르미르 펜션,제주특별자치도 서귀포시 성산읍 한도로 207,서귀포시,33.46819,126.93005,5412
블루네집,제주특별자치도 제주시 조천읍 함덕로 4,제주시,33.5405585,126.6741509,5394
와락 게스트하우스,제주특별자치도 제주시 구좌읍 세평항로 45-4,제주시,33.5275,126.85471,5390
엄블랑펜션,제주특별자치도 서귀포시 안덕면 형제해안로132번길 15-24,서귀포시,33.2209524,126.2923419,5384
아침의 새소리펜션,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,서귀포시,33.311317,126.7226314,5352
라메종베니in제주,제주특별자치도 서귀포시 성산읍 신양로122번길 4-6,서귀포시,33.4397954,126.8990639,5349
BK호텔제주,제주특별자치도 서귀포시 칠십리로91번길 12,서귀포시,33.241108,126.5643,5339
브릭216,제주특별자치도 서귀포시 이어도로 216,서귀포시,33.240837,126.44346,5335
메모리 인 제주 펜션,제주특별자치도 서귀포시 염돈로 93-14,서귀포시,33.2615636,126.49447,5331
이쁜새펜션,제주특별자치도 제주시 한림읍 협재로 68-5,제주시,33.3922895,126.2472499,5330
늘송파크텔,제주특별자치도 제주시 원노형5길 22,제주시,33.4875793,126.4832153,5324
꽃머채 펜션,제주특별자치도 제주시 애월읍 소길남길 202-4,제주시,33.4194584,126.383518,5316
비레이지,제주특별자치도 서귀포시 남원읍 위미해안로129번길 17,서귀포시,33.270497,126.651682,5307
중문빌리지펜션,제주특별자치도 서귀포시 예래로 270,서귀포시,33.2427,126.38525,5290
더레드관광호텔,제주특별자치도 제주시 동광로6길 10,제주시,33.5010293,126.5319039,5284
위미모루왓,제주특별자치도 서귀포시 남원읍 위미항구로 51 (위미리),서귀포시,33.3060336,126.6580882,5283
그린나래,제주도 서귀포시 성산읍 서성일로 615,서귀포시,33.42784,126.8509,5278
제주게스트하우스 하쿠나마타타,제주특별자치도 제주시 애월읍 고내북동길 17,제주시,33.467304,126.340805,5278
사쿠라모텔,제주특별자치도 제주시 원노형6길 18,제주시,33.4846258,126.4827311,5276
해바라기,제주도 제주시 한림읍 협재로 33,제주시,33.39527,126.24705,5261
블루마운틴호텔,제주특별자치도 서귀포시 성산읍 일출로 297,서귀포시,33.4637856,126.9343976,5260
해마호텔,제주특별자치도 제주시 삼무로 28,제주시,33.4897057,126.4896117,5256
ZeZuZip,제주특별자치도 서귀포시 성산읍 삼달로 235-17,서귀포시,33.371986,126.858116,5248
JK라마다앙코르 제주연동호텔,제주특별자치도 제주시 도령로 124,제주시,33.4922698,126.4906496,5213
에바다라이더하우스.공방,제주특별자치도 서귀포시 성산읍 고성중앙로 7-8,서귀포시,33.4445754,126.9095025,5212
노을과원담,제주특별자치도 제주시 한경면 한경해안로 282,제주시,33.3318117,126.1662152,5204
제주팔레스호텔,제주특별자치도 제주시 탑동로 9,제주시,33.5168631,126.5237566,5200
씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,제주시,33.4675271,126.339144,5196
산방산게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로 217,서귀포시,33.23258,126.30855,5189
에리두 Cafe n Beds,제주특별자치도 서귀포시 대포복개로 37,서귀포시,33.241926,126.434642,5173
포시즌호텔,제주특별자치도 제주시 원노형3길 19,제주시,33.483098,126.4772312,5157
제주펜션향림원,제주특별자치도 서귀포시 칠십리로394번길 8-3,서귀포시,33.2437437,126.5932198,5154
테디밸리 골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,서귀포시,33.293447,126.3489252,5138
가까이에파도소리,제주도 제주시 외도2동 연대마을길 44,제주시,33.494858,126.42495,5120
파미유스파리조트,제주특별자치도 서귀포시 이어도로 826-6,서귀포시,33.2615636,126.49447,5110
뒹글하우스,제주특별자치도 제주시 구좌읍 월정7길 28-6,제주시,33.553818,126.797806,5109
제주조이랜드,제주특별자치도 제주시 애월읍 애원로 116-5,제주시,33.4547384,126.3251781,5108
삼해인관광호텔,제주특별자치도 제주시 도령로 108,제주시,33.4912935,126.4896228,5092
우도올레펜션,제주특별자치도 제주시 우도면 전흘길 42,제주시,33.521879,126.9532976,5091
예다움휴양펜션,제주특별자치도 제주시 백포북길 25,제주시,33.5029118,126.4589403,5086
난드르통나무집,제주특별자치도 서귀포시 안덕면 대평로 36,서귀포시,33.237087,126.3639164,5078
오시록헌 AM,제주특별자치도 제주시 한림읍 금능6길 8,제주시,33.38779,126.23198,5078
하얀산호민박,제주특별자치도 제주시 우도면 우도해안길 144,제주시,33.4943265,126.9451046,5075
달집게스트하우스,제주특별자치도 제주시 구좌읍 종달논길 32-3,제주시,33.493687,126.901054,5070
다래산장펜션,제주특별자치도 제주시 애월읍 납읍로10길 49-32,제주시,33.430588,126.347916,5062
이모와 삼촌네,제주특별자치도 제주시 구좌읍 김녕로19길 44,제주시,33.556797,126.75094,5059
캐빈타운,제주특별자치도 제주시 애월읍 가문동상2길 29-3,제주시,33.4849359,126.3910124,5058
부영CC관광호텔,제주특별자치도 서귀포시 남원읍 남조로 960,서귀포시,33.3508829,126.6980129,5051
수하리839,제주특별자치도 서귀포시 성산읍 온평애향로 21,서귀포시,33.407745,126.89991,5039
켄싱턴리조트 서귀포,제주특별자치도 서귀포시 이어도로 684 (켄싱턴리조트),서귀포시,33.2335718,126.489375,5038
제주R호텔서귀포점,제주특별자치도 서귀포시 중정로 14(서귀동),서귀포시,33.24799,126.562355,5034
또오크라,제주특별자치도 제주시 애월읍 수산북길 31,제주시,33.4699637,126.3907147,5034
마눌펜션,제주특별자치도 제주시 애월읍 고내봉서2길 73,제주시,33.4493108,126.3325117,5033
알로하민박,제주특별자치도 제주시 한림읍 협재1길 24,제주시,33.397243,126.24328,5031
더하도스파빌라,제주특별자치도 제주시 구좌읍 하도13길 66,제주시,33.510464,126.89301,5018
홍익제주호텔,제주특별자치도 제주시 한림읍 일주서로 5125,제주시,33.391716,126.253944,5014
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 태위로 485,서귀포시,33.2751664,126.6990735,5006
푸른콘도,제주특별자치도 제주시 한림읍 귀덕6길 146,제주시,33.43155,126.29103,4991
간드락게스트하우스,제주특별자치도 제주시 간월동로 12,제주시,33.4853213,126.5439807,4968
호텔섬오름,제주특별자치도 서귀포시 막숙포로 114,서귀포시,33.232906,126.51082,4965
아름다운펜션민박,제주특별자치도 제주시 추자면 영흥4길 62,제주시,33.9585141,126.2979144,4944
안트레 펜션,제주특별자치도 제주시 한림읍 한림중앙로 154-7,제주시,33.402252,126.26978,4935
바다스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,서귀포시,33.235,126.30998,4934
제주밭담숲,제주특별자치도 제주시 구좌읍 김녕남8길 55-64,제주시,33.5398407,126.746583,4929
허브펜션 오즈,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,서귀포시,33.3183546,126.8337885,4928
아뜨네통나무펜션,제주특별자치도 제주시 애월읍 상하귀길 91,제주시,33.475733,126.4163508,4926
휴마루리조트,제주특별자치도 서귀포시 중산간동로8183번길 16,서귀포시,33.2612932,126.5427422,4919
장원민박,제주특별자치도 서귀포시 천제연로 49,서귀포시,33.2569568,126.4111595,4906
스토리하우스펜션,제주특별자치도 제주시 도리중길 37,제주시,33.5019633,126.4632175,4889
제주스테이비우다,제주특별자치도 서귀포시 색달중앙로121번길 45,서귀포시,33.2651183,126.4092475,4886
게으르게,제주특별자치도 제주시 조천읍 신북로 410,제주시,33.5434,126.65419,4884
하바나블루스,제주특별자치도 제주시 한경면 한경해안로 474-26,제주시,33.340337,126.1730985,4882
올레요리조트,제주특별자치도 서귀포시 이어도로 720,서귀포시,33.2615636,126.49447,4870
미르빌펜션,제주특별자치도 서귀포시 안덕면 사계로114번길 87,서귀포시,33.2460023,126.3060521,4868
제주서울민박,제주특별자치도 서귀포시 남원읍 태위로 970,서귀포시,33.2877269,126.7483291,4862
청춘게스트하우스,제주특별자치도 서귀포시 색달중앙로 22,서귀포시,33.257393,126.413925,4859
에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,제주시,33.4359287,126.2915445,4859
에코힐글램핑,제주특별자치도 제주시 애월읍 광령평화8길 22,제주시,33.44969,126.440765,4848
목조 독채민박 멍3닷컴,제주특별자치도 제주시 조천읍 와선로 236-14,제주시,33.48353,126.698006,4842
서귀포 늘바다 애견동반펜션,제주특별자치도 서귀포시 안덕면 대평로 38,서귀포시,33.237247,126.3636731,4840
제주비치펜션,제주특별자치도 제주시 애월읍 애월해안로 384-12,제주시,33.471894,126.3495201,4838
볕들이펜션,제주특별자치도 서귀포시 성산읍 일출로 284-4,서귀포시,33.4627122,126.9351852,4808
중문햇빛펜션,제주특별자치도 서귀포시 안덕면 쇠물도로 14,서귀포시,33.2696174,126.3699416,4796
안녕프로젝트 게스트하우스,제주특별자치도 제주시 구좌읍 동복로2길 12,제주시,33.5520211,126.7124099,4794
더그랜드섬오름,제주특별자치도 서귀포시 막숙포로 118,서귀포시,33.2327311,126.5099541,4792
노을과어울림,제주도 서귀포시 대정읍 노을해안로 638,서귀포시,33.270756,126.176,4787
동양콘도,제주특별자치도 제주시 애월읍 애월해안로 708,제주시,33.482887,126.37733,4782
UTS제주골프빌리지,제주도 제주시 애월읍 광령평화2길 170-2,제주시,33.430923,126.4344,4782
용두암빌리지,제주특별자치도 제주시 용마서1길 27-5,제주시,33.516199,126.5051476,4775
초원게스트하우스,제주특별자치도 제주시 우도면 우도로 225,제주시,33.51172,126.95203,4773
루미수다게스트하우스,제주특별자치도 제주시 중앙로 192,제주시,33.50207,126.527954,4767
그림그리는펜션,제주도 서귀포시 성산읍 금백조로131번길 181,서귀포시,33.43122,126.84392,4763
곰씨비씨게스트하우스,제주특별자치도 서귀포시 안덕면 난드르로21번길 13-7,서귀포시,33.234142,126.367134,4762
산토리니 펜션,제주특별자치도 제주시 애월읍 애월해안로 774,제주시,33.485985,126.38253,4751
아인스호텔,제주특별자치도 서귀포시 태평로 432,서귀포시,33.245426,126.5665,4751
외돌개나라,제주특별자치도 서귀포시 남성로 122,서귀포시,33.2639577,126.5507293,4748
율게스트하우스,제주특별자치도 서귀포시 최영로 18,서귀포시,33.233616,126.51278,4745
뜨리바다펜션,제주특별자치도 서귀포시 남원읍 태위로510번길 31-16,서귀포시,33.2715279,126.6997188,4736
루하우스,제주특별자치도 서귀포시 표선면 민속해안로119번길 8,서귀포시,33.307262,126.81284,4726
그린트리인서귀포호텔,제주특별자치도 서귀포시 서호중앙로 84 (서호동) 그린트리 인 서귀포호텔,서귀포시,33.2545322,126.5198756,4721
썬라이즈호텔,제주특별자치도 서귀포시 중문관광로 310,서귀포시,33.2474985,126.4305878,4718
이뻬게스트하우스,제주특별자치도 제주시 애월읍 애월로1길 6,제주시,33.46254,126.312096,4714
호텔제이엠,제주특별자치도 제주시 삼무로1길 10-7,제주시,33.4903668,126.4888158,4700
블루마린,제주특별자치도 서귀포시 표선면 민속해안로 349,서귀포시,33.311348,126.83387,4697
비오하우스,제주특별자치도 제주시 구좌읍 월정3길 53-5,제주시,33.55612,126.79461,4690
민박집섶낭,제주특별자치도 제주시 한림읍 협재2길 41,제주시,33.393962,126.2390984,4688
브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,제주시,33.41548,126.37527,4686
그랜드 조선 제주,제주특별자치도 서귀포시 중문관광로72번길 60,서귀포시,33.2498464,126.4050769,4682
제주도통나무펜션,제주특별자치도 서귀포시 남원읍 태위로 551-5,서귀포시,33.2762767,126.7055972,4678
파더하우스,제주특별자치도 제주시 애월읍 고하상로 88,제주시,33.457288,126.3466068,4664
브리즈베이호텔,제주특별자치도 서귀포시 성산읍 성산등용로 42,서귀포시,33.46654,126.93076,4650
바다풍경펜션,제주특별자치도 제주시 애월읍 애월해안로 923,제주시,33.4839152,126.3939136,4650
